id,word,plural,cmuarpaInputIds,cmuarpaPluralInputIds,cmuarpaVisemes,cmuarpaPluralVisemes
a557ffd5-0360-4402-88fc-2d7e78ac851b,shopkeeper,shopkeepers,"[79, 13, 76, 63, 61, 76, 44]","[79, 13, 76, 63, 61, 76, 44, 93]","['S', 'O', 'F', 'S', 'E', 'F', 'E']","['S', 'O', 'F', 'S', 'E', 'F', 'E', 'S']"
a55ec4b6-25d2-4b80-8bc7-a0017a7d707a,indoor,indoors,"[56, 66, 37, 26, 77]","[56, 66, 37, 26, 77, 93]","['E', 'S', 'S', 'O', 'Q']","['E', 'S', 'S', 'O', 'Q', 'S']"
a5674f03-8449-4bb3-9491-729d4b56786a,comparative,comparatives,"[63, 20, 65, 76, 41, 77, 20, 80, 55, 90]","[63, 20, 65, 76, 41, 77, 20, 80, 55, 90, 93]","['S', 'A', 'F', 'F', 'E', 'Q', 'A', 'S', 'E', 'F']","['S', 'A', 'F', 'F', 'E', 'Q', 'A', 'S', 'E', 'F', 'S']"
a56f27e1-ba14-46ab-9a75-0c87dea23df6,sold,sold,"[78, 70, 64, 37]","[78, 70, 64, 37]","['S', 'O', 'S', 'S']","['S', 'O', 'S', 'S']"
a571b4a3-7bed-4838-a1df-658314b3758f,im,im,"[56, 65]","[56, 65]","['E', 'F']","['E', 'F']"
a5740be1-a381-4e4a-8242-d024cad828fa,defeated,defeateds,"[37, 55, 51, 60, 80, 20, 37]","[37, 55, 51, 60, 80, 20, 37, 93]","['S', 'E', 'F', 'E', 'S', 'A', 'S']","['S', 'E', 'F', 'E', 'S', 'A', 'S', 'S']"
a575f9b4-7ad8-4901-851f-148ac10cc9c5,humid,humids,"[53, 92, 88, 65, 20, 37]","[53, 92, 88, 65, 55, 37, 93]","['A', 'E', 'Q', 'F', 'A', 'S']","['A', 'E', 'Q', 'F', 'E', 'S', 'S']"
a578a426-0ee3-4563-a1b1-956133271fab,corpse,corpses,"[63, 25, 77, 76, 78]","[63, 25, 77, 76, 78, 20, 93]","['S', 'O', 'Q', 'F', 'S']","['S', 'O', 'Q', 'F', 'S', 'A', 'S']"
a57ec31d-0b50-48fa-ad08-72b2547c5232,subpoena,subpoenas,"[78, 20, 76, 60, 66, 20]","[78, 20, 76, 60, 66, 20, 93]","['S', 'A', 'F', 'E', 'S', 'A']","['S', 'A', 'F', 'E', 'S', 'A', 'S']"
a58096eb-41b9-41fe-9641-1a4c092e2ecd,amnesty,amnesties,"[17, 65, 66, 20, 78, 80, 59]","[17, 65, 66, 20, 78, 80, 59, 93]","['A', 'F', 'S', 'A', 'S', 'S', 'E']","['A', 'F', 'S', 'A', 'S', 'S', 'E', 'S']"
a5832745-589b-4bc8-bc8a-46fac5df4ed3,congresswoman,congresswomen,"[63, 13, 67, 52, 77, 20, 78, 91, 85, 65, 20, 66]","[63, 13, 67, 52, 77, 20, 78, 91, 57, 65, 55, 66]","['S', 'O', 'S', 'S', 'Q', 'A', 'S', 'Q', 'Q', 'F', 'A', 'S']","['S', 'O', 'S', 'S', 'Q', 'A', 'S', 'Q', 'E', 'F', 'E', 'S']"
a5845a7e-3e8b-4e78-95c6-8df11f1d0c66,functioning,functionings,"[51, 21, 67, 63, 79, 20, 66, 55, 67]","[51, 21, 67, 63, 79, 20, 66, 55, 78, 55, 93]","['F', 'A', 'S', 'S', 'S', 'A', 'S', 'E', 'S']","['F', 'A', 'S', 'S', 'S', 'A', 'S', 'E', 'S', 'E', 'S']"
a5867281-054f-478b-871b-f687a11ca52d,elector,electors,"[55, 64, 41, 63, 80, 44]","[55, 64, 41, 63, 80, 44, 93]","['E', 'S', 'E', 'S', 'S', 'E']","['E', 'S', 'E', 'S', 'S', 'E', 'S']"
a588912f-adb1-41e1-a928-42ec28d1dd17,comrade,comrades,"[63, 13, 65, 77, 18, 37]","[63, 13, 65, 77, 18, 37, 93]","['S', 'O', 'F', 'Q', 'A', 'S']","['S', 'O', 'F', 'Q', 'A', 'S', 'S']"
a58a2f1a-46fb-4d06-a8ed-1e8f8d10a31c,woke,woke,"[91, 70, 63]","[91, 70, 63]","['Q', 'O', 'S']","['Q', 'O', 'S']"
a590925c-428d-40ca-bcb6-4a6ef79f45bf,portfolio,portfolios,"[76, 24, 77, 80, 51, 70, 64, 59, 71]","[76, 24, 77, 80, 51, 70, 64, 59, 71, 93]","['F', 'O', 'Q', 'S', 'F', 'O', 'S', 'E', 'O']","['F', 'O', 'Q', 'S', 'F', 'O', 'S', 'E', 'O', 'S']"
a59513f0-bda7-4080-b683-978ae501e4d1,deficit,deficits,"[37, 41, 51, 20, 78, 20, 80]","[37, 41, 51, 55, 78, 55, 80, 78]","['S', 'E', 'F', 'A', 'S', 'A', 'S']","['S', 'E', 'F', 'E', 'S', 'E', 'S', 'S']"
a595b400-ef40-43e9-8d6d-d96f0b66640d,pristine,pristines,"[76, 77, 56, 78, 80, 59, 66]","[76, 77, 56, 78, 80, 59, 66, 93]","['F', 'Q', 'E', 'S', 'S', 'E', 'S']","['F', 'Q', 'E', 'S', 'S', 'E', 'S', 'S']"
a595c63b-1672-4760-a9f1-f3fdec277e4d,suicidal,suicidals,"[78, 89, 20, 78, 33, 37, 20, 64]","[78, 88, 78, 20, 37, 20, 64, 93]","['S', 'Q', 'A', 'S', 'A', 'S', 'A', 'S']","['S', 'Q', 'S', 'A', 'S', 'A', 'S', 'S']"
a5969ce2-f228-4b02-b2cc-3add2ec2fd9b,infect,infects,"[55, 66, 51, 41, 63, 80]","[55, 66, 51, 41, 63, 80, 78]","['E', 'S', 'F', 'E', 'S', 'S']","['E', 'S', 'F', 'E', 'S', 'S', 'S']"
a5971b15-1b10-4f91-9e6e-3f55906362bb,trickery,trickery,"[80, 77, 56, 63, 44, 59]","[80, 77, 56, 63, 44, 59]","['S', 'Q', 'E', 'S', 'E', 'E']","['S', 'Q', 'E', 'S', 'E', 'E']"
a59ace46-7ee6-40da-b5fc-259942898865,korean,koreans,"[63, 24, 77, 60, 20, 66]","[63, 24, 77, 60, 20, 66, 93]","['S', 'O', 'Q', 'E', 'A', 'S']","['S', 'O', 'Q', 'E', 'A', 'S', 'S']"
a5a2c218-8f1b-4441-8520-a5966bf4e491,thumb,thumbs,"[81, 21, 65]","[81, 21, 65, 93]","['S', 'A', 'F']","['S', 'A', 'F', 'S']"
a5a33857-5440-413b-ba57-cba4d5eb7862,solitary,solitaries,"[78, 13, 64, 20, 80, 42, 77, 59]","[78, 13, 64, 20, 80, 42, 77, 59, 93]","['S', 'O', 'S', 'A', 'S', 'E', 'Q', 'E']","['S', 'O', 'S', 'A', 'S', 'E', 'Q', 'E', 'S']"
a5b84a20-9c09-4a23-853a-64c3d024d855,piety,pieties,"[76, 33, 20, 80, 59]","[76, 33, 20, 80, 59, 93]","['F', 'A', 'A', 'S', 'E']","['F', 'A', 'A', 'S', 'E', 'S']"
a5c3b2b8-c224-4d00-86af-f3c7a663d30a,nothing,nothings,"[66, 21, 81, 55, 67]","[66, 21, 81, 55, 67, 93]","['S', 'A', 'S', 'E', 'S']","['S', 'A', 'S', 'E', 'S', 'S']"
a5d25241-4452-4591-8a70-e62bbf42e466,resent,resents,"[77, 55, 93, 41, 66, 80]","[77, 55, 93, 41, 66, 80, 78]","['Q', 'E', 'S', 'E', 'S', 'S']","['Q', 'E', 'S', 'E', 'S', 'S', 'S']"
a5d69099-ddd3-466c-9035-d54b38b922ce,diligently,diligentlies,"[37, 56, 64, 20, 62, 20, 66, 80, 64, 59]","[37, 56, 64, 20, 52, 20, 66, 80, 64, 59, 93]","['S', 'E', 'S', 'A', 'S', 'A', 'S', 'S', 'S', 'E']","['S', 'E', 'S', 'A', 'S', 'A', 'S', 'S', 'S', 'E', 'S']"
a5df5b29-4346-4fa9-aefe-6bd29b9d7287,deepen,deepens,"[37, 60, 76, 20, 66]","[37, 60, 76, 20, 66, 93]","['S', 'E', 'F', 'A', 'S']","['S', 'E', 'F', 'A', 'S', 'S']"
a5dfdd64-ead6-4dbe-b109-1c2c14dd420d,accountability,accountabilities,"[20, 63, 29, 66, 80, 20, 35, 55, 64, 55, 80, 59]","[20, 63, 29, 66, 80, 20, 80, 55, 35, 64, 59]","['A', 'S', 'O', 'S', 'S', 'A', 'S', 'E', 'S', 'E', 'S', 'E']","['A', 'S', 'O', 'S', 'S', 'A', 'S', 'E', 'S', 'S', 'E']"
a5e4dc58-ecde-40d8-a479-fc329fa340fd,deflect,deflects,"[37, 55, 51, 64, 41, 63, 80]","[37, 55, 51, 64, 41, 63, 80, 78]","['S', 'E', 'F', 'S', 'E', 'S', 'S']","['S', 'E', 'F', 'S', 'E', 'S', 'S', 'S']"
a5e5409b-0752-46fe-abd7-c7d15b85624f,affectionate,affectionates,"[20, 51, 41, 63, 79, 20, 66, 20, 80]","[20, 51, 41, 63, 79, 20, 66, 50, 80, 78]","['A', 'F', 'E', 'S', 'S', 'A', 'S', 'A', 'S']","['A', 'F', 'E', 'S', 'S', 'A', 'S', 'A', 'S', 'S']"
a5eb210b-8098-475f-9f03-1c206f7ac296,suitcase,suitcases,"[78, 88, 80, 63, 50, 78]","[78, 88, 80, 63, 50, 78, 55, 93]","['S', 'Q', 'S', 'S', 'A', 'S']","['S', 'Q', 'S', 'S', 'A', 'S', 'E', 'S']"
a5f52d79-f4ba-4035-9311-dceebbc6f690,awhile,awhiles,"[20, 91, 33, 64]","[20, 91, 33, 64, 93]","['A', 'Q', 'A', 'S']","['A', 'Q', 'A', 'S', 'S']"
a5fc14c3-5fde-49de-9213-4f977903a322,stigma,stigmas,"[78, 80, 56, 52, 65, 20]","[78, 80, 56, 52, 65, 20, 93]","['S', 'S', 'E', 'S', 'F', 'A']","['S', 'S', 'E', 'S', 'F', 'A', 'S']"
a5fc8738-82cf-4a27-abf5-f0a048a13b7b,pool,pools,"[76, 88, 64]","[76, 88, 64, 93]","['F', 'Q', 'S']","['F', 'Q', 'S', 'S']"
a600adcd-fd2b-4d96-90ba-600cd16c0582,biochemical,biochemicals,"[35, 34, 69, 63, 41, 65, 20, 63, 20, 64]","[35, 34, 69, 63, 41, 65, 20, 63, 20, 78]","['S', 'A', 'O', 'S', 'E', 'F', 'A', 'S', 'A', 'S']","['S', 'A', 'O', 'S', 'E', 'F', 'A', 'S', 'A', 'S']"
a60205fc-073b-497e-b587-53687bc5367d,chloride,chlorides,"[63, 64, 25, 77, 32, 37]","[63, 64, 25, 77, 55, 37, 93]","['S', 'S', 'O', 'Q', 'A', 'S']","['S', 'S', 'O', 'Q', 'E', 'S', 'S']"
a606b5e4-5959-4629-b128-abc0398c32cb,careless,carelesses,"[63, 41, 77, 64, 20, 78]","[63, 41, 77, 64, 20, 78, 20, 93]","['S', 'E', 'Q', 'S', 'A', 'S']","['S', 'E', 'Q', 'S', 'A', 'S', 'A', 'S']"
a6079982-a8e9-40c3-aa9a-64c2d6f3948a,frontier,frontiers,"[51, 77, 20, 66, 80, 56, 77]","[51, 77, 20, 66, 80, 56, 77, 93]","['F', 'Q', 'A', 'S', 'S', 'E', 'Q']","['F', 'Q', 'A', 'S', 'S', 'E', 'Q', 'S']"
a6158bce-8d87-4e3a-b561-f89ab953723e,sheep,sheep,"[79, 60, 76]","[79, 60, 76]","['S', 'E', 'F']","['S', 'E', 'F']"
a61ac409-91d6-4c99-9bce-2956f9b34dfd,savior,saviors,"[78, 49, 90, 92, 44]","[78, 49, 90, 92, 44, 93]","['S', 'A', 'F', 'E', 'E']","['S', 'A', 'F', 'E', 'E', 'S']"
a620d35e-9573-4d59-a684-f77ca6f14b89,comprise,comprises,"[63, 20, 65, 76, 77, 33, 93]","[63, 20, 65, 76, 77, 33, 93, 20, 93]","['S', 'A', 'F', 'F', 'Q', 'A', 'S']","['S', 'A', 'F', 'F', 'Q', 'A', 'S', 'A', 'S']"
a62564b3-6a91-4b07-8f3d-8f57b3621c21,airwaves,airwave,"[41, 77, 91, 50, 90, 93]","[41, 77, 91, 50, 90]","['E', 'Q', 'Q', 'A', 'F', 'S']","['E', 'Q', 'Q', 'A', 'F']"
a627f4c8-b852-4dcb-9bc3-5f6f665154b0,glacier,glaciers,"[52, 64, 49, 79, 44]","[52, 64, 49, 79, 44, 93]","['S', 'S', 'A', 'S', 'E']","['S', 'S', 'A', 'S', 'E', 'S']"
a628d598-63ab-4659-b82a-44cff2f5bc01,certainly,certainlies,"[78, 45, 80, 20, 66, 64, 59]","[78, 45, 80, 20, 66, 64, 59, 93]","['S', 'E', 'S', 'A', 'S', 'S', 'E']","['S', 'E', 'S', 'A', 'S', 'S', 'E', 'S']"
a62b34e2-edf0-4901-89ef-3c3b67501b42,sting,stings,"[78, 80, 56, 67]","[78, 80, 56, 67, 93]","['S', 'S', 'E', 'S']","['S', 'S', 'E', 'S', 'S']"
a62befe1-5f81-4068-a6c5-1309a2bddb3d,arouse,arouses,"[44, 29, 93]","[44, 29, 93, 55, 93]","['E', 'O', 'S']","['E', 'O', 'S', 'E', 'S']"
a62dffc6-a8de-499a-8287-8e7a39731680,clerical,clericals,"[63, 64, 41, 77, 20, 63, 20, 64]","[63, 64, 41, 77, 55, 63, 20, 64, 93]","['S', 'S', 'E', 'Q', 'A', 'S', 'A', 'S']","['S', 'S', 'E', 'Q', 'E', 'S', 'A', 'S', 'S']"
a62e9ead-1d82-40a6-b441-481640ea5aa3,triumphant,triumphants,"[80, 77, 32, 21, 65, 51, 20, 66, 80]","[80, 77, 33, 20, 65, 51, 18, 66, 80, 78]","['S', 'Q', 'A', 'A', 'F', 'F', 'A', 'S', 'S']","['S', 'Q', 'A', 'A', 'F', 'F', 'A', 'S', 'S', 'S']"
a62ffac9-bb0b-4e3c-98c5-8a2e8c105d0d,vaginal,vaginals,"[90, 20, 62, 33, 66, 20, 64]","[90, 49, 62, 20, 66, 20, 64, 93]","['F', 'A', 'S', 'A', 'S', 'A', 'S']","['F', 'A', 'S', 'A', 'S', 'A', 'S', 'S']"
a6315f48-2936-433f-b8d3-0e45f900ddd7,advancing,advancings,"[20, 37, 90, 17, 66, 78, 55, 67]","[17, 37, 90, 20, 66, 78, 55, 67, 93]","['A', 'S', 'F', 'A', 'S', 'S', 'E', 'S']","['A', 'S', 'F', 'A', 'S', 'S', 'E', 'S', 'S']"
a6366f6b-0744-46f9-927a-14800e803972,planet,planets,"[76, 64, 17, 66, 20, 80]","[76, 64, 17, 66, 20, 80, 78]","['F', 'S', 'A', 'S', 'A', 'S']","['F', 'S', 'A', 'S', 'A', 'S', 'S']"
a63b13cb-dc6c-4c10-8d6f-81315774d52c,colombian,colombians,"[63, 20, 64, 21, 65, 35, 59, 20, 66]","[63, 20, 64, 21, 65, 35, 59, 20, 66, 93]","['S', 'A', 'S', 'A', 'F', 'S', 'E', 'A', 'S']","['S', 'A', 'S', 'A', 'F', 'S', 'E', 'A', 'S', 'S']"
a63b5823-bfb3-4437-8e46-2a19b0f4d1dd,obtain,obtains,"[20, 35, 80, 49, 66]","[20, 35, 80, 49, 66, 93]","['A', 'S', 'S', 'A', 'S']","['A', 'S', 'S', 'A', 'S', 'S']"
a649fa12-8968-4774-bdba-26caaa1d4990,diameter,diameters,"[37, 32, 17, 65, 20, 80, 44]","[37, 34, 20, 65, 41, 80, 44, 93]","['S', 'A', 'A', 'F', 'A', 'S', 'E']","['S', 'A', 'A', 'F', 'E', 'S', 'E', 'S']"
a64c9301-a183-40c6-8ead-df1c6c866daa,sadness,sadnesses,"[78, 17, 37, 66, 20, 78]","[78, 17, 37, 66, 20, 78, 55, 93]","['S', 'A', 'S', 'S', 'A', 'S']","['S', 'A', 'S', 'S', 'A', 'S', 'E', 'S']"
a64ea81a-7e59-49c1-8914-683ae290977f,lunatic,lunatics,"[64, 88, 66, 20, 80, 57, 63]","[64, 88, 66, 20, 80, 57, 63, 78]","['S', 'Q', 'S', 'A', 'S', 'E', 'S']","['S', 'Q', 'S', 'A', 'S', 'E', 'S', 'S']"
a6524f3d-84aa-4410-a7e6-cfc9e0a8f615,acceptable,acceptables,"[16, 63, 78, 41, 76, 80, 20, 35, 20, 64]","[16, 63, 78, 41, 76, 80, 20, 35, 20, 64]","['A', 'S', 'S', 'E', 'F', 'S', 'A', 'S', 'A', 'S']","['A', 'S', 'S', 'E', 'F', 'S', 'A', 'S', 'A', 'S']"
a65578c8-67bb-43b4-b7ec-ec0919dd8806,exist,exists,"[55, 52, 93, 56, 78, 80]","[55, 52, 93, 56, 78, 80, 78]","['E', 'S', 'S', 'E', 'S', 'S']","['E', 'S', 'S', 'E', 'S', 'S', 'S']"
a66b9f2f-1f53-497c-94ea-4694845845ce,admiration,admirations,"[18, 37, 65, 44, 49, 79, 20, 66]","[18, 37, 65, 44, 49, 79, 20, 66, 93]","['A', 'S', 'F', 'E', 'A', 'S', 'A', 'S']","['A', 'S', 'F', 'E', 'A', 'S', 'A', 'S', 'S']"
a6742312-accc-4999-8f42-c7d4d9ad58f0,coordinating,coordinating,"[63, 69, 25, 77, 37, 20, 66, 50, 80, 55, 67]","[63, 69, 25, 77, 37, 20, 66, 50, 80, 55, 67]","['S', 'O', 'O', 'Q', 'S', 'A', 'S', 'A', 'S', 'E', 'S']","['S', 'O', 'O', 'Q', 'S', 'A', 'S', 'A', 'S', 'E', 'S']"
a6744805-e3c0-463a-827b-372fd2d0b6f4,drawer,drawers,"[37, 77, 25, 77]","[37, 77, 25, 77, 93]","['S', 'Q', 'O', 'Q']","['S', 'Q', 'O', 'Q', 'S']"
a6797830-3b48-46f6-a694-89b64ee269bb,designation,designations,"[37, 42, 93, 20, 52, 66, 49, 79, 20, 66]","[37, 42, 93, 20, 52, 66, 49, 79, 20, 66, 93]","['S', 'E', 'S', 'A', 'S', 'S', 'A', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S', 'S', 'A', 'S', 'A', 'S', 'S']"
a679d310-3969-44d9-a211-2c242d17f5b5,pander,panders,"[76, 17, 66, 37, 44]","[76, 17, 66, 37, 44, 93]","['F', 'A', 'S', 'S', 'E']","['F', 'A', 'S', 'S', 'E', 'S']"
a679eb15-1012-4820-9490-8e0f4632daf8,herbivore,herbivore,"[53, 45, 35, 55, 90, 26, 77]","[53, 45, 35, 55, 90, 26, 77]","['A', 'E', 'S', 'E', 'F', 'O', 'Q']","['A', 'E', 'S', 'E', 'F', 'O', 'Q']"
a67dff77-9bd4-4024-b6da-ed924c26c8e7,sour,sours,"[78, 29, 44]","[78, 29, 44, 93]","['S', 'O', 'E']","['S', 'O', 'E', 'S']"
a67f56fd-a00a-4a99-9d26-619b8886e018,demise,demises,"[37, 55, 65, 33, 93]","[37, 20, 65, 60, 78, 55, 93]","['S', 'E', 'F', 'A', 'S']","['S', 'A', 'F', 'E', 'S', 'E', 'S']"
a6808625-3f7b-4025-a7c3-689c9c0b4f16,dribble,dribbles,"[37, 77, 56, 35, 20, 64]","[37, 77, 56, 35, 20, 64, 93]","['S', 'Q', 'E', 'S', 'A', 'S']","['S', 'Q', 'E', 'S', 'A', 'S', 'S']"
a686da24-91ee-49ce-843a-d1c46337f532,frequently,frequentlies,"[51, 77, 60, 63, 91, 20, 66, 80, 64, 59]","[51, 77, 60, 63, 91, 20, 66, 80, 64, 59, 93]","['F', 'Q', 'E', 'S', 'Q', 'A', 'S', 'S', 'S', 'E']","['F', 'Q', 'E', 'S', 'Q', 'A', 'S', 'S', 'S', 'E', 'S']"
a68cbe26-ecbc-47e7-9814-21f2f67da896,cosmos,cosmoses,"[63, 13, 93, 65, 69, 78]","[63, 13, 93, 65, 71, 93, 55, 93]","['S', 'O', 'S', 'F', 'O', 'S']","['S', 'O', 'S', 'F', 'O', 'S', 'E', 'S']"
a68d0d0c-44ae-4933-83ea-d952cbdafe49,susceptible,susceptibles,"[78, 20, 78, 41, 76, 80, 20, 35, 20, 64]","[78, 20, 78, 76, 41, 80, 78, 35, 20, 64, 93]","['S', 'A', 'S', 'E', 'F', 'S', 'A', 'S', 'A', 'S']","['S', 'A', 'S', 'F', 'E', 'S', 'S', 'S', 'A', 'S', 'S']"
a68dc096-f2e4-4d2b-a1d7-6f19fbd75769,household,households,"[53, 29, 78, 53, 71, 64, 37]","[53, 29, 78, 53, 71, 64, 37, 93]","['A', 'O', 'S', 'A', 'O', 'S', 'S']","['A', 'O', 'S', 'A', 'O', 'S', 'S', 'S']"
a68f84c8-ab5e-46cf-8e20-a756c2dc1e83,opossum,opossums,"[69, 76, 13, 78, 20, 65]","[20, 76, 70, 93, 20, 65, 20, 78]","['O', 'F', 'O', 'S', 'A', 'F']","['A', 'F', 'O', 'S', 'A', 'F', 'A', 'S']"
a694130c-bbd8-444d-bc49-0542e1b07a9c,brought,brought,"[35, 77, 25, 80]","[35, 77, 25, 80]","['S', 'Q', 'O', 'S']","['S', 'Q', 'O', 'S']"
a698ee8b-a299-4d31-b704-a0a78b6ff019,entry,entries,"[41, 66, 80, 77, 59]","[41, 66, 80, 77, 59, 93]","['E', 'S', 'S', 'Q', 'E']","['E', 'S', 'S', 'Q', 'E', 'S']"
a69da7a0-1e8a-42af-9caf-ed2ca4f6dd98,scanner,scanners,"[78, 63, 17, 66, 44]","[78, 63, 17, 66, 44, 93]","['S', 'S', 'A', 'S', 'E']","['S', 'S', 'A', 'S', 'E', 'S']"
a6a123ce-0c0e-427c-8a6f-50e0b2ea1264,spectacular,spectaculars,"[78, 76, 40, 63, 80, 17, 63, 92, 20, 64, 44]","[78, 76, 40, 63, 80, 17, 63, 92, 20, 64, 44, 93]","['S', 'F', 'E', 'S', 'S', 'A', 'S', 'E', 'A', 'S', 'E']","['S', 'F', 'E', 'S', 'S', 'A', 'S', 'E', 'A', 'S', 'E', 'S']"
a6abaa1e-7151-4125-bf88-a4a7c74888f2,configuration,configurations,"[63, 20, 66, 51, 57, 52, 92, 44, 49, 79, 20, 66]","[63, 20, 66, 51, 57, 52, 92, 44, 49, 79, 20, 66, 93]","['S', 'A', 'S', 'F', 'E', 'S', 'E', 'E', 'A', 'S', 'A', 'S']","['S', 'A', 'S', 'F', 'E', 'S', 'E', 'E', 'A', 'S', 'A', 'S', 'S']"
a6ac1dbf-918b-4793-a180-d7b616807965,asylum,asylums,"[20, 78, 33, 64, 20, 65]","[20, 78, 60, 64, 20, 65, 93]","['A', 'S', 'A', 'S', 'A', 'F']","['A', 'S', 'E', 'S', 'A', 'F', 'S']"
a6b3fcd3-5d5a-4956-a4b8-423282556f94,atom,atoms,"[17, 80, 20, 65]","[17, 80, 20, 65, 93]","['A', 'S', 'A', 'F']","['A', 'S', 'A', 'F', 'S']"
a6b597d2-a148-45d7-acf5-9e7eb6b56b48,quiet,quiets,"[63, 91, 33, 20, 80]","[63, 91, 33, 20, 80, 78]","['S', 'Q', 'A', 'A', 'S']","['S', 'Q', 'A', 'A', 'S', 'S']"
a6bf074b-f141-4d97-98f2-19a3dc772fe5,offered,offered,"[25, 51, 44, 37]","[25, 51, 44, 37]","['O', 'F', 'E', 'S']","['O', 'F', 'E', 'S']"
a6c58366-d528-4e42-a9bf-304ac8e5d79d,template,templates,"[80, 41, 65, 76, 64, 20, 80]","[80, 41, 65, 76, 64, 50, 80, 78]","['S', 'E', 'F', 'F', 'S', 'A', 'S']","['S', 'E', 'F', 'F', 'S', 'A', 'S', 'S']"
a6cfa8bc-12ab-4973-98a2-c419cf3d42bb,thrown,thrown,"[81, 77, 70, 66]","[81, 77, 70, 66]","['S', 'Q', 'O', 'S']","['S', 'Q', 'O', 'S']"
a6d04ffa-d07c-468d-b83a-d7563cbfab8a,fashion,fashions,"[51, 17, 79, 20, 66]","[51, 17, 79, 20, 66, 93]","['F', 'A', 'S', 'A', 'S']","['F', 'A', 'S', 'A', 'S', 'S']"
a6d09edf-242b-421a-96e3-84029bbacf84,divisive,divisives,"[37, 55, 90, 33, 78, 55, 90]","[37, 55, 90, 56, 78, 55, 90, 93]","['S', 'E', 'F', 'A', 'S', 'E', 'F']","['S', 'E', 'F', 'E', 'S', 'E', 'F', 'S']"
a6d3873b-be70-402c-95b3-fa64549e2a25,bitterly,bitterlies,"[35, 56, 80, 44, 64, 59]","[35, 56, 80, 44, 64, 59, 93]","['S', 'E', 'S', 'E', 'S', 'E']","['S', 'E', 'S', 'E', 'S', 'E', 'S']"
a6d3bf72-44a9-4c96-89f9-02a96a3de6ee,elf,elves,"[41, 64, 51]","[41, 64, 90, 93]","['E', 'S', 'F']","['E', 'S', 'F', 'S']"
a6d7e6d7-0449-4dc5-82c8-5103a6184360,keel,keels,"[63, 60, 64]","[63, 60, 64, 93]","['S', 'E', 'S']","['S', 'E', 'S', 'S']"
a6d9193b-95ef-4073-9f0f-2828daaa36cd,varsity,varsities,"[90, 13, 77, 78, 55, 80, 59]","[90, 13, 77, 78, 20, 80, 59, 93]","['F', 'O', 'Q', 'S', 'E', 'S', 'E']","['F', 'O', 'Q', 'S', 'A', 'S', 'E', 'S']"
a6dca1e0-0627-4669-9b48-979e94fd228c,metro,metros,"[65, 41, 80, 77, 71]","[65, 41, 80, 77, 69, 93]","['F', 'E', 'S', 'Q', 'O']","['F', 'E', 'S', 'Q', 'O', 'S']"
a6dd9214-2ef9-455d-ab66-ad7124279ab6,proboscis,proboscises,"[76, 77, 69, 35, 13, 78, 20, 78]","[76, 77, 20, 35, 13, 78, 55, 78, 55, 93]","['F', 'Q', 'O', 'S', 'O', 'S', 'A', 'S']","['F', 'Q', 'A', 'S', 'O', 'S', 'E', 'S', 'E', 'S']"
a6de511a-1ec8-45d8-ae05-6e97467364bf,editor-in-chief,editors-in-chief,"[41, 37, 20, 80, 77, 20, 66, 61, 93]","[41, 37, 20, 80, 77, 20, 78, 61, 66]","['E', 'S', 'A', 'S', 'Q', 'A', 'S', 'E', 'S']","['E', 'S', 'A', 'S', 'Q', 'A', 'S', 'E', 'S']"
a6e4519c-c0de-4504-a4a7-dcf0cc33fb11,viability,viabilities,"[90, 32, 20, 35, 56, 64, 20, 80, 59]","[90, 61, 20, 35, 20, 64, 56, 80, 59, 93]","['F', 'A', 'A', 'S', 'E', 'S', 'A', 'S', 'E']","['F', 'E', 'A', 'S', 'A', 'S', 'E', 'S', 'E', 'S']"
a6edc7f7-86b2-4a58-ac99-d7e88c579cdd,abstinence,abstinences,"[17, 35, 78, 80, 20, 66, 20, 66, 78]","[17, 35, 78, 80, 20, 66, 20, 66, 78]","['A', 'S', 'S', 'S', 'A', 'S', 'A', 'S', 'S']","['A', 'S', 'S', 'S', 'A', 'S', 'A', 'S', 'S']"
a6f34c13-b26c-4039-a7f2-99b896566fb2,reduced,reduceds,"[77, 20, 37, 88, 78, 80]","[77, 55, 37, 88, 78, 80, 78]","['Q', 'A', 'S', 'Q', 'S', 'S']","['Q', 'E', 'S', 'Q', 'S', 'S', 'S']"
a6f40b9d-2da2-4c39-aa93-0021aebb422a,lowly,lowlies,"[64, 70, 64, 59]","[64, 70, 64, 59, 93]","['S', 'O', 'S', 'E']","['S', 'O', 'S', 'E', 'S']"
a6f947dd-0ead-4e05-9735-3ff2f26f9657,boombox,boomboxes,"[35, 84, 65, 35, 14, 63, 78]","[35, 84, 65, 35, 14, 63, 78, 55, 93]","['S', 'Q', 'F', 'S', 'O', 'S', 'S']","['S', 'Q', 'F', 'S', 'O', 'S', 'S', 'E', 'S']"
a6fbc3e5-58bd-4362-84d3-db8d2d434633,whoa,whoas,"[91, 70]","[91, 70, 93]","['Q', 'O']","['Q', 'O', 'S']"
a6fc52dc-6f31-4561-bb11-56d2701b2b19,polo,polos,"[76, 70, 64, 69]","[76, 70, 64, 69, 93]","['F', 'O', 'S', 'O']","['F', 'O', 'S', 'O', 'S']"
